Frequency,Magnitude
0.0,121669.0
-0.0009746588693957114,35272.19960641666
0.0009746588693957114,35272.19960641666
0.018518518518518517,28528.806297977655
-0.018518518518518517,28528.806297977655
-0.037037037037037035,16245.877803375859
0.037037037037037035,16245.877803375859
-0.001949317738791423,11570.346185418399
0.001949317738791423,11570.346185418399
0.017543859649122806,11330.822372838395
-0.017543859649122806,11330.822372838395
-0.0029239766081871343,10070.094815919947
0.0029239766081871343,10070.094815919947
-0.05555555555555555,9948.550290917554
0.05555555555555555,9948.550290917554
-0.036062378167641324,8894.807623206054
0.036062378167641324,8894.807623206054
0.07407407407407407,7468.91055009792
-0.07407407407407407,7468.91055009792
0.004873294346978557,7424.339803203043
-0.004873294346978557,7424.339803203043
0.003898635477582846,7076.787684187777
-0.003898635477582846,7076.787684187777
0.00682261208576998,5507.623268029358
-0.00682261208576998,5507.623268029358
-0.09259259259259259,5245.28274235013
0.09259259259259259,5245.28274235013
-0.01949317738791423,4479.461089191995
0.01949317738791423,4479.461089191995
0.007797270955165692,4328.481007092105
-0.007797270955165692,4328.481007092105
0.005847953216374269,4301.293087667489
-0.005847953216374269,4301.293087667489
-0.05458089668615984,4244.103568134371
0.05458089668615984,4244.103568134371
0.008771929824561403,4012.581563648099
-0.008771929824561403,4012.581563648099
-0.056530214424951264,3976.170456701632
0.056530214424951264,3976.170456701632
0.011695906432748537,3815.6723531777693
-0.011695906432748537,3815.6723531777693
0.010721247563352826,3612.840250997539
-0.010721247563352826,3612.840250997539
0.01364522417153996,3529.867762021094
-0.01364522417153996,3529.867762021094
0.038011695906432746,3455.853037277836
-0.038011695906432746,3455.853037277836
0.009746588693957114,3420.2497531616596
-0.009746588693957114,3420.2497531616596
0.03508771929824561,3307.9240237468102
-0.03508771929824561,3307.9240237468102
0.07309941520467836,3299.7259571552936
-0.07309941520467836,3299.7259571552936
0.015594541910331383,3151.0572938398814
-0.015594541910331383,3151.0572938398814
-0.0341130604288499,3124.826438519041
0.0341130604288499,3124.826438519041
0.012670565302144249,3029.2401009815594
-0.012670565302144249,3029.2401009815594
-0.014619883040935672,3021.6913753285603
0.014619883040935672,3021.6913753285603
0.016569200779727095,2626.3910157684427
-0.016569200779727095,2626.3910157684427
0.1111111111111111,2136.418611849574
-0.1111111111111111,2136.418611849574
-0.05360623781676413,2079.3073483404414
0.05360623781676413,2079.3073483404414
-0.09161793372319688,1869.803762920471
0.09161793372319688,1869.803762920471
0.03216374269005848,1708.5961589205858
-0.03216374269005848,1708.5961589205858
-0.07504873294346978,1645.3175036146697
0.07504873294346978,1645.3175036146697
0.12962962962962962,1498.4945715567767
-0.12962962962962962,1498.4945715567767
-0.03313840155945419,1392.0423520697577
0.03313840155945419,1392.0423520697577
-0.1101364522417154,1388.7258456457603
0.1101364522417154,1388.7258456457603
-0.030214424951267055,1333.446301831186
0.030214424951267055,1333.446301831186
0.11208576998050682,1329.8841414422134
-0.11208576998050682,1329.8841414422134
0.03898635477582846,1318.223140294986
-0.03898635477582846,1318.223140294986
0.05263157894736842,1309.42789816698
-0.05263157894736842,1309.42789816698
-0.02046783625730994,1219.9291807990332
0.02046783625730994,1219.9291807990332
-0.049707602339181284,1150.4791374892377
0.049707602339181284,1150.4791374892377
-0.04775828460038986,1054.8078353891592
0.04775828460038986,1054.8078353891592
0.07212475633528265,999.8152501571651
-0.07212475633528265,999.8152501571651
0.18518518518518517,993.1717831185831
-0.18518518518518517,993.1717831185831
-0.16666666666666666,986.3208960576725
0.16666666666666666,986.3208960576725
-0.25925925925925924,952.624894180787
0.25925925925925924,952.624894180787
-0.14814814814814814,949.7947861904983
0.14814814814814814,949.7947861904983
-0.2037037037037037,894.1490031893549
0.2037037037037037,894.1490031893549
-0.029239766081871343,852.430111020564
0.029239766081871343,852.430111020564
-0.42592592592592593,844.9925867118196
0.42592592592592593,844.9925867118196
0.02729044834307992,842.1616302857208
-0.02729044834307992,842.1616302857208
-0.14912280701754385,837.646378423705
0.14912280701754385,837.646378423705
-0.0935672514619883,822.3799706214759
0.0935672514619883,822.3799706214759
0.4444444444444444,819.2748064678216
-0.4444444444444444,819.2748064678216
0.023391812865497075,815.1258724473882
-0.023391812865497075,815.1258724473882
-0.050682261208576995,806.5378525881472
0.050682261208576995,806.5378525881472
0.02631578947368421,795.4676273358189
-0.02631578947368421,795.4676273358189
0.06725146198830409,786.7873664749494
-0.06725146198830409,786.7873664749494
0.09746588693957114,779.8176651839011
-0.09746588693957114,779.8176651839011
0.057504873294346975,759.0615969616266
-0.057504873294346975,759.0615969616266
0.04483430799220273,758.5978479908651
-0.04483430799220273,758.5978479908651
-0.05165692007797271,735.1316151032864
0.05165692007797271,735.1316151032864
-0.48148148148148145,700.5374592136857
0.48148148148148145,700.5374592136857
-0.46296296296296297,693.0864997273956
0.46296296296296297,693.0864997273956
-0.07894736842105263,677.620315572884
0.07894736842105263,677.620315572884
0.07115009746588694,671.8810201376573
-0.07115009746588694,671.8810201376573
0.2777777777777778,668.2143391430386
-0.2777777777777778,668.2143391430386
0.08771929824561403,616.7446457972528
-0.08771929824561403,616.7446457972528
-0.20760233918128654,613.2849658727254
0.20760233918128654,613.2849658727254
0.021442495126705652,611.6860818923097
-0.021442495126705652,611.6860818923097
-0.06432748538011696,606.4080655396414
0.06432748538011696,606.4080655396414
0.05847953216374269,594.8446498879097
-0.05847953216374269,594.8446498879097
-0.09649122807017543,593.2139209098183
0.09649122807017543,593.2139209098183
0.09064327485380116,590.8046519546392
-0.09064327485380116,590.8046519546392
0.03996101364522417,589.3579878112018
-0.03996101364522417,589.3579878112018
-0.04873294346978557,585.7747746932309
0.04873294346978557,585.7747746932309
-0.04580896686159844,584.4638804875033
0.04580896686159844,584.4638804875033
-0.08869395711500974,573.9421929666826
0.08869395711500974,573.9421929666826
